WORD,POS,INFO,SOURCE_FILE
as,IN,2,wsj_0096.dp
``,``,13,wsj_0096.dp
an,DT,9,wsj_0096.dp
escrow,NN,9,wsj_0096.dp
problem,NN,13,wsj_0096.dp
",",",",13,wsj_0096.dp
a,DT,13,wsj_0096.dp
timing,NN,13,wsj_0096.dp
issue,NN,5,wsj_0096.dp
",",",",13,wsj_0096.dp
'','',13,wsj_0096.dp
which,WDT,13,wsj_0096.dp
he,PRP,18,wsj_0096.dp
said,VBD,16,wsj_0096.dp
was,VBD,18,wsj_0096.dp
rapidly,RB,19,wsj_0096.dp
rectified,VBN,19,wsj_0096.dp
",",",",21,wsj_0096.dp
with,IN,21,wsj_0096.dp
no,DT,25,wsj_0096.dp
losses,NNS,23,wsj_0096.dp
to,TO,25,wsj_0096.dp
customers,NNS,26,wsj_0096.dp
.,.,2,wsj_0096.dp
W.N.,NNP,4,wsj_0096.dp
Whelen,NNP,4,wsj_0096.dp
&,CC,4,wsj_0096.dp
Co.,NNP,18,wsj_0096.dp
",",",",4,wsj_0096.dp
of,IN,4,wsj_0096.dp
Georgetown,NNP,9,wsj_0096.dp
",",",",9,wsj_0096.dp
Del.,NNP,6,wsj_0096.dp
",",",",18,wsj_0096.dp
and,CC,18,wsj_0096.dp
its,PRP$,13,wsj_0096.dp
president,NN,18,wsj_0096.dp
",",",",18,wsj_0096.dp
William,NNP,18,wsj_0096.dp
N.,NNP,18,wsj_0096.dp
Whelen,NNP,18,wsj_0096.dp
Jr.,NNP,24,wsj_0096.dp
",",",",18,wsj_0096.dp
also,RB,21,wsj_0096.dp
of,IN,18,wsj_0096.dp
Georgetown,NNP,21,wsj_0096.dp
",",",",18,wsj_0096.dp
were,VBD,0,wsj_0096.dp
barred,VBN,24,wsj_0096.dp
from,IN,25,wsj_0096.dp
transacting,VBG,26,wsj_0096.dp
principal,JJ,29,wsj_0096.dp
trades,NNS,27,wsj_0096.dp
for,IN,25,wsj_0096.dp
90,CD,32,wsj_0096.dp
days,NNS,30,wsj_0096.dp
and,CC,24,wsj_0096.dp
were,VBD,24,wsj_0096.dp
jointly,RB,36,wsj_0096.dp
fined,VBN,34,wsj_0096.dp
$,$,38,wsj_0096.dp
"15,000",CD,36,wsj_0096.dp
.,.,24,wsj_0096.dp
The,DT,2,wsj_0096.dp
firm,NN,5,wsj_0096.dp
and,CC,5,wsj_0096.dp
Mr.,NNP,5,wsj_0096.dp
Whelen,NNP,7,wsj_0096.dp
allegedly,RB,7,wsj_0096.dp
sold,VBD,0,wsj_0096.dp
securities,NNS,7,wsj_0096.dp
to,TO,7,wsj_0096.dp
the,DT,11,wsj_0096.dp
public,NN,9,wsj_0096.dp
at,IN,7,wsj_0096.dp
unfair,JJ,14,wsj_0096.dp
prices,NNS,12,wsj_0096.dp
",",",",7,wsj_0096.dp
among,IN,7,wsj_0096.dp
other,JJ,19,wsj_0096.dp
alleged,JJ,19,wsj_0096.dp
violations,NNS,16,wsj_0096.dp
.,.,7,wsj_0096.dp
Mr.,NNP,2,wsj_0096.dp
Whelen,NNP,3,wsj_0096.dp
denied,VBD,0,wsj_0096.dp
the,DT,5,wsj_0096.dp
firm,NN,6,wsj_0096.dp
had,VBD,3,wsj_0096.dp
sold,VBN,6,wsj_0096.dp
securities,NNS,7,wsj_0096.dp
at,IN,7,wsj_0096.dp
unfair,JJ,11,wsj_0096.dp
prices,NNS,9,wsj_0096.dp
and,CC,3,wsj_0096.dp
suggested,VBD,3,wsj_0096.dp
that,IN,13,wsj_0096.dp
the,DT,17,wsj_0096.dp
examination,NN,17,wsj_0096.dp
practices,NNS,21,wsj_0096.dp
of,IN,17,wsj_0096.dp
the,DT,20,wsj_0096.dp
NASD,NNP,18,wsj_0096.dp
need,VBP,14,wsj_0096.dp
improvement,NN,21,wsj_0096.dp
.,.,3,wsj_0096.dp
The,DT,2,wsj_0096.dp
firm,NN,5,wsj_0096.dp
and,CC,5,wsj_0096.dp
the,DT,5,wsj_0096.dp
NASD,NNP,6,wsj_0096.dp
differ,VBP,16,wsj_0096.dp
over,IN,6,wsj_0096.dp
the,DT,9,wsj_0096.dp
meaning,NN,7,wsj_0096.dp
of,IN,9,wsj_0096.dp
markup,NN,13,wsj_0096.dp
and,CC,13,wsj_0096.dp
markdown,NN,10,wsj_0096.dp
",",",",16,wsj_0096.dp
he,PRP,16,wsj_0096.dp
added,VBD,0,wsj_0096.dp
.,.,16,wsj_0096.dp
Shearson,NNP,4,wsj_0096.dp
Lehman,NNP,4,wsj_0096.dp
Hutton,NNP,4,wsj_0096.dp
Inc.,NNP,7,wsj_0096.dp
",",",",7,wsj_0096.dp
New,NNP,7,wsj_0096.dp
York,NNP,17,wsj_0096.dp
",",",",7,wsj_0096.dp
which,WDT,7,wsj_0096.dp
is,VBZ,9,wsj_0096.dp
62%-owned,JJ,10,wsj_0096.dp
by,IN,11,wsj_0096.dp
American,NNP,15,wsj_0096.dp
Express,NNP,15,wsj_0096.dp
Co.,NNP,12,wsj_0096.dp
",",",",7,wsj_0096.dp
consented,VBD,0,wsj_0096.dp
to,TO,17,wsj_0096.dp
a,DT,22,wsj_0096.dp
$,$,22,wsj_0096.dp
"10,000",CD,20,wsj_0096.dp
fine,NN,18,wsj_0096.dp
.,.,17,wsj_0096.dp
Without,IN,9,wsj_0096.dp
admitting,VBG,1,wsj_0096.dp
or,CC,2,wsj_0096.dp
denying,VBG,2,wsj_0096.dp
wrongdoing,NN,2,wsj_0096.dp
",",",",9,wsj_0096.dp
the,DT,8,wsj_0096.dp
firm,NN,9,wsj_0096.dp
consented,VBD,0,wsj_0096.dp
to,TO,9,wsj_0096.dp
findings,NNS,10,wsj_0096.dp
that,IN,11,wsj_0096.dp
it,PRP,14,wsj_0096.dp
failed,VBD,12,wsj_0096.dp
to,TO,16,wsj_0096.dp
respond,VB,14,wsj_0096.dp
``,``,16,wsj_0096.dp
in,IN,16,wsj_0096.dp
a,DT,21,wsj_0096.dp
timely,JJ,21,wsj_0096.dp
manner,NN,18,wsj_0096.dp
'','',16,wsj_0096.dp
to,TO,16,wsj_0096.dp
the,DT,26,wsj_0096.dp
NASD,NNP,26,wsj_0096.dp
's,POS,27,wsj_0096.dp
requests,NNS,23,wsj_0096.dp
for,IN,27,wsj_0096.dp
information,NN,28,wsj_0096.dp
in,IN,29,wsj_0096.dp
connection,NN,30,wsj_0096.dp
with,IN,31,wsj_0096.dp
a,DT,35,wsj_0096.dp
customer,NN,35,wsj_0096.dp
complaint,NN,32,wsj_0096.dp
.,.,9,wsj_0096.dp
A,DT,3,wsj_0096.dp
Shearson,NNP,3,wsj_0096.dp
spokesman,NN,4,wsj_0096.dp
had,VBD,0,wsj_0096.dp
no,DT,6,wsj_0096.dp
comment,NN,4,wsj_0096.dp
.,.,4,wsj_0096.dp
The,DT,3,wsj_0096.dp
following,VBG,3,wsj_0096.dp
individuals,NNS,4,wsj_0096.dp
were,VBD,0,wsj_0096.dp
fined,VBN,4,wsj_0096.dp
as,IN,5,wsj_0096.dp
indicated,VBN,6,wsj_0096.dp
and,CC,5,wsj_0096.dp
barred,VBN,5,wsj_0096.dp
from,IN,9,wsj_0096.dp
association,NN,10,wsj_0096.dp
with,IN,11,wsj_0096.dp
NASD,NNP,14,wsj_0096.dp
members,NNS,12,wsj_0096.dp
",",",",5,wsj_0096.dp
or,CC,5,wsj_0096.dp
",",",",18,wsj_0096.dp
where,WRB,21,wsj_0096.dp
noted,VBN,18,wsj_0096.dp
",",",",18,wsj_0096.dp
suspended,VBN,5,wsj_0096.dp
.,.,4,wsj_0096.dp
Except,IN,9,wsj_0096.dp
where,WRB,1,wsj_0096.dp
noted,VBN,2,wsj_0096.dp
",",",",9,wsj_0096.dp
none,NN,9,wsj_0096.dp
of,IN,5,wsj_0096.dp
these,DT,8,wsj_0096.dp
people,NNS,6,wsj_0096.dp
could,MD,0,wsj_0096.dp
be,VB,9,wsj_0096.dp
reached,VBN,10,wsj_0096.dp
for,IN,11,wsj_0096.dp
comment,NN,12,wsj_0096.dp
or,CC,9,wsj_0096.dp
had,VBD,9,wsj_0096.dp
any,DT,17,wsj_0096.dp
comment,NN,15,wsj_0096.dp
.,.,9,wsj_0096.dp
Andrew,NNP,3,wsj_0096.dp
Derel,NNP,3,wsj_0096.dp
Adams,NNP,7,wsj_0096.dp
",",",",7,wsj_0096.dp
Killeen,NNP,7,wsj_0096.dp
",",",",7,wsj_0096.dp
Texas,NNP,0,wsj_0096.dp
",",",",7,wsj_0096.dp
fined,VBN,7,wsj_0096.dp
$,$,11,wsj_0096.dp
"15,000",CD,9,wsj_0096.dp
;,:,7,wsj_0096.dp
John,NNP,16,wsj_0096.dp
Francis,NNP,16,wsj_0096.dp
Angier,NNP,16,wsj_0096.dp
Jr.,NNP,21,wsj_0096.dp
",",",",21,wsj_0096.dp
Reddington,NNP,19,wsj_0096.dp
Shores,NNP,21,wsj_0096.dp
",",",",21,wsj_0096.dp
Fla.,NNP,7,wsj_0096.dp
",",",",21,wsj_0096.dp
$,$,24,wsj_0096.dp
"15,000",CD,21,wsj_0096.dp
;,:,7,wsj_0096.dp
Mark,NNP,27,wsj_0096.dp
Anthony,NNP,32,wsj_0096.dp
",",",",32,wsj_0096.dp
Arlington,NNP,30,wsj_0096.dp
Heights,NNP,32,wsj_0096.dp
",",",",32,wsj_0096.dp
Ill.,NNP,7,wsj_0096.dp
",",",",32,wsj_0096.dp
$,$,35,wsj_0096.dp
"10,000",CD,38,wsj_0096.dp
and,CC,38,wsj_0096.dp
30-day,JJ,38,wsj_0096.dp
suspension,NN,32,wsj_0096.dp
;,:,7,wsj_0096.dp
William,NNP,41,wsj_0096.dp
Stirlen,NNP,46,wsj_0096.dp
",",",",46,wsj_0096.dp
Arlington,NNP,44,wsj_0096.dp
Heights,NNP,46,wsj_0096.dp
",",",",46,wsj_0096.dp
Ill.,NNP,7,wsj_0096.dp
",",",",46,wsj_0096.dp
$,$,49,wsj_0096.dp
"7,500",CD,52,wsj_0096.dp
and,CC,52,wsj_0096.dp
30-day,JJ,52,wsj_0096.dp
suspension,NN,46,wsj_0096.dp
;,:,7,wsj_0096.dp
Fred,NNP,56,wsj_0096.dp
W.,NNP,56,wsj_0096.dp
Bonnell,NNP,60,wsj_0096.dp
",",",",60,wsj_0096.dp
Boulder,NNP,60,wsj_0096.dp
",",",",60,wsj_0096.dp
Colo.,NNP,7,wsj_0096.dp
",",",",60,wsj_0096.dp
$,$,63,wsj_0096.dp
"2,500",CD,66,wsj_0096.dp
and,CC,66,wsj_0096.dp
six-month,JJ,66,wsj_0096.dp
suspension,NN,60,wsj_0096.dp
;,:,7,wsj_0096.dp
Michael,NNP,70,wsj_0096.dp
J.,NNP,70,wsj_0096.dp
Boorse,NNP,74,wsj_0096.dp
",",",",74,wsj_0096.dp
Horsham,NNP,74,wsj_0096.dp
",",",",74,wsj_0096.dp
Pa.,NNP,7,wsj_0096.dp
;,:,7,wsj_0096.dp
David,NNP,77,wsj_0096.dp
Chiodo,NNP,79,wsj_0096.dp
",",",",79,wsj_0096.dp
Dallas,NNP,7,wsj_0096.dp
",",",",79,wsj_0096.dp
$,$,82,wsj_0096.dp
"5,000",CD,79,wsj_0096.dp
",",",",79,wsj_0096.dp
barred,VBD,79,wsj_0096.dp
as,IN,84,wsj_0096.dp
a,DT,87,wsj_0096.dp
principal,NN,85,wsj_0096.dp
;,:,7,wsj_0096.dp
Camille,NNP,91,wsj_0096.dp
Chafic,NNP,91,wsj_0096.dp
Cotran,NNP,93,wsj_0096.dp
",",",",93,wsj_0096.dp
London,NNP,7,wsj_0096.dp
",",",",93,wsj_0096.dp
$,$,96,wsj_0096.dp
"25,000",CD,93,wsj_0096.dp
;,:,7,wsj_0096.dp
John,NNP,100,wsj_0096.dp
William,NNP,100,wsj_0096.dp
Curry,NNP,7,wsj_0096.dp
",",",",100,wsj_0096.dp
fined,VBN,100,wsj_0096.dp
$,$,104,wsj_0096.dp
"5,000",CD,102,wsj_0096.dp
",",",",102,wsj_0096.dp
ordered,VBN,102,wsj_0096.dp
to,TO,108,wsj_0096.dp
disgorge,VB,106,wsj_0096.dp
$,$,110,wsj_0096.dp
"30,000",CD,108,wsj_0096.dp
",",",",100,wsj_0096.dp
one-year,JJ,113,wsj_0096.dp
suspension,NN,100,wsj_0096.dp
.,.,7,wsj_0096.dp
John,NNP,3,wsj_0096.dp
William,NNP,3,wsj_0096.dp
Davis,NNP,7,wsj_0096.dp
",",",",7,wsj_0096.dp
Colonsville,NNP,7,wsj_0096.dp
",",",",7,wsj_0096.dp
Miss.,NNP,0,wsj_0096.dp
",",",",7,wsj_0096.dp
fined,VBN,7,wsj_0096.dp
$,$,11,wsj_0096.dp
"200,000",CD,9,wsj_0096.dp
;,:,7,wsj_0096.dp
Jeffrey,NNP,15,wsj_0096.dp
Gerard,NNP,15,wsj_0096.dp
Dompierre,NNP,19,wsj_0096.dp
",",",",19,wsj_0096.dp
Valrico,NNP,19,wsj_0096.dp
",",",",19,wsj_0096.dp
Fla.,NNP,7,wsj_0096.dp
",",",",19,wsj_0096.dp
$,$,22,wsj_0096.dp
"5,000",CD,25,wsj_0096.dp
and,CC,25,wsj_0096.dp
10-day,JJ,25,wsj_0096.dp
suspension,NN,19,wsj_0096.dp
;,:,7,wsj_0096.dp
Eugene,NNP,29,wsj_0096.dp
Michael,NNP,29,wsj_0096.dp
Felten,NNP,34,wsj_0096.dp
",",",",34,wsj_0096.dp
La,NNP,32,wsj_0096.dp
Canada,NNP,34,wsj_0096.dp
",",",",34,wsj_0096.dp
Calif.,NNP,7,wsj_0096.dp
",",",",34,wsj_0096.dp
fined,VBN,34,wsj_0096.dp
$,$,38,wsj_0096.dp
"25,000",CD,36,wsj_0096.dp
",",",",36,wsj_0096.dp
ordered,VBN,36,wsj_0096.dp
to,TO,42,wsj_0096.dp
disgorge,VB,40,wsj_0096.dp
$,$,44,wsj_0096.dp
"16,072",CD,42,wsj_0096.dp
and,CC,36,wsj_0096.dp
suspended,VBN,36,wsj_0096.dp
one,CD,48,wsj_0096.dp
year,NN,46,wsj_0096.dp
;,:,7,wsj_0096.dp
Marion,NNP,52,wsj_0096.dp
Stewart,NNP,52,wsj_0096.dp
Spitler,NNP,55,wsj_0096.dp
",",",",55,wsj_0096.dp
La,NNP,55,wsj_0096.dp
Canada,NNP,7,wsj_0096.dp
",",",",55,wsj_0096.dp
fined,VBN,55,wsj_0096.dp
$,$,59,wsj_0096.dp
"15,000",CD,57,wsj_0096.dp
",",",",57,wsj_0096.dp
ordered,VBN,57,wsj_0096.dp
to,TO,63,wsj_0096.dp
disgorge,VB,61,wsj_0096.dp
$,$,65,wsj_0096.dp
"18,444",CD,63,wsj_0096.dp
and,CC,57,wsj_0096.dp
suspended,VBN,57,wsj_0096.dp
six,CD,69,wsj_0096.dp
months,NNS,67,wsj_0096.dp
.,.,7,wsj_0096.dp
Mr.,NNP,2,wsj_0096.dp
Felten,NNP,3,wsj_0096.dp
said,VBD,0,wsj_0096.dp
",",",",3,wsj_0096.dp
``,``,3,wsj_0096.dp
We,PRP,7,wsj_0096.dp
got,VBD,22,wsj_0096.dp
what,WP,7,wsj_0096.dp
amounted,VBD,8,wsj_0096.dp
to,TO,9,wsj_0096.dp
a,DT,13,wsj_0096.dp
parking,NN,13,wsj_0096.dp
ticket,NN,10,wsj_0096.dp
",",",",22,wsj_0096.dp
and,CC,22,wsj_0096.dp
by,IN,22,wsj_0096.dp
complaining,VBG,16,wsj_0096.dp
about,IN,17,wsj_0096.dp
it,PRP,18,wsj_0096.dp
",",",",22,wsj_0096.dp
we,PRP,22,wsj_0096.dp
ended,VBD,3,wsj_0096.dp
up,RP,22,wsj_0096.dp
with,IN,22,wsj_0096.dp
a,DT,29,wsj_0096.dp
sizable,JJ,29,wsj_0096.dp
fine,NN,29,wsj_0096.dp
and,CC,29,wsj_0096.dp
suspension,NN,24,wsj_0096.dp
.,.,3,wsj_0096.dp
'','',3,wsj_0096.dp
The,DT,2,wsj_0096.dp
matter,NN,4,wsj_0096.dp
``,``,4,wsj_0096.dp
did,VBD,14,wsj_0096.dp
n't,RB,4,wsj_0096.dp
involve,VB,4,wsj_0096.dp
anybody,NN,8,wsj_0096.dp
's,POS,10,wsj_0096.dp
securities,NNS,10,wsj_0096.dp
transactions,NNS,6,wsj_0096.dp
",",",",14,wsj_0096.dp
'','',14,wsj_0096.dp
he,PRP,14,wsj_0096.dp
added,VBD,0,wsj_0096.dp
.,.,14,wsj_0096.dp
Victor,NNP,3,wsj_0096.dp
Stanley,NNP,3,wsj_0096.dp
Fishman,NNP,7,wsj_0096.dp
",",",",7,wsj_0096.dp
Longwood,NNP,7,wsj_0096.dp
",",",",7,wsj_0096.dp
Fla.,NNP,0,wsj_0096.dp
",",",",7,wsj_0096.dp
fined,VBN,7,wsj_0096.dp
$,$,11,wsj_0096.dp
"25,000",CD,9,wsj_0096.dp
;,:,7,wsj_0096.dp
William,NNP,15,wsj_0096.dp
Harold,NNP,15,wsj_0096.dp
Floyd,NNP,17,wsj_0096.dp
",",",",17,wsj_0096.dp
Houston,NNP,7,wsj_0096.dp
",",",",17,wsj_0096.dp
$,$,20,wsj_0096.dp
"100,000",CD,17,wsj_0096.dp
;,:,7,wsj_0096.dp
Michael,NNP,24,wsj_0096.dp
Anthony,NNP,24,wsj_0096.dp
Houston,NNP,28,wsj_0096.dp
",",",",28,wsj_0096.dp
Bronx,NNP,28,wsj_0096.dp
",",",",28,wsj_0096.dp
N.Y.,NNP,7,wsj_0096.dp
",",",",28,wsj_0096.dp
$,$,31,wsj_0096.dp
"15,000",CD,28,wsj_0096.dp
;,:,7,wsj_0096.dp
Amin,NNP,34,wsj_0096.dp
Jalaalwalikraam,NNP,38,wsj_0096.dp
",",",",38,wsj_0096.dp
Glenham,NNP,38,wsj_0096.dp
",",",",38,wsj_0096.dp
N.Y.,NNP,7,wsj_0096.dp
",",",",38,wsj_0096.dp
$,$,41,wsj_0096.dp
"60,000",CD,38,wsj_0096.dp
;,:,7,wsj_0096.dp
Richard,NNP,45,wsj_0096.dp
F.,NNP,45,wsj_0096.dp
Knapp,NNP,47,wsj_0096.dp
",",",",47,wsj_0096.dp
London,NNP,7,wsj_0096.dp
",",",",47,wsj_0096.dp
$,$,50,wsj_0096.dp
"10,000",CD,53,wsj_0096.dp
and,CC,53,wsj_0096.dp
30-day,JJ,53,wsj_0096.dp
suspension,NN,47,wsj_0096.dp
;,:,7,wsj_0096.dp
Deborah,NNP,57,wsj_0096.dp
Renee,NNP,57,wsj_0096.dp
Martin,NNP,60,wsj_0096.dp
",",",",60,wsj_0096.dp
St.,NNP,60,wsj_0096.dp
Louis,NNP,7,wsj_0096.dp
",",",",60,wsj_0096.dp
$,$,63,wsj_0096.dp
"15,000",CD,60,wsj_0096.dp
;,:,7,wsj_0096.dp
Joseph,NNP,68,wsj_0096.dp
Francis,NNP,68,wsj_0096.dp
Muscolina,NNP,68,wsj_0096.dp
Jr.,NNP,73,wsj_0096.dp
",",",",73,wsj_0096.dp
Palisades,NNP,71,wsj_0096.dp
Park,NNP,73,wsj_0096.dp
",",",",73,wsj_0096.dp
N.J.,NNP,7,wsj_0096.dp
",",",",73,wsj_0096.dp
$,$,76,wsj_0096.dp
"15,000",CD,73,wsj_0096.dp
;,:,7,wsj_0096.dp
Robert,NNP,80,wsj_0096.dp
C.,NNP,80,wsj_0096.dp
Najarian,NNP,85,wsj_0096.dp
",",",",85,wsj_0096.dp
Brooklyn,NNP,83,wsj_0096.dp
Park,NNP,85,wsj_0096.dp
",",",",85,wsj_0096.dp
Minn.,NNP,7,wsj_0096.dp
",",",",85,wsj_0096.dp
$,$,88,wsj_0096.dp
"15,000",CD,85,wsj_0096.dp
;,:,7,wsj_0096.dp
Edward,NNP,92,wsj_0096.dp
Robert,NNP,92,wsj_0096.dp
Norwick,NNP,96,wsj_0096.dp
",",",",96,wsj_0096.dp
Nesconset,NNP,96,wsj_0096.dp
",",",",96,wsj_0096.dp
N.Y.,NNP,7,wsj_0096.dp
",",",",96,wsj_0096.dp
$,$,99,wsj_0096.dp
"30,000",CD,96,wsj_0096.dp
.,.,7,wsj_0096.dp
Charles,NNP,4,wsj_0096.dp
D.,NNP,4,wsj_0096.dp
Phipps,NNP,4,wsj_0096.dp
Sr.,NNP,8,wsj_0096.dp
",",",",8,wsj_0096.dp
Hermitage,NNP,8,wsj_0096.dp
",",",",8,wsj_0096.dp
Pa.,NNP,0,wsj_0096.dp
",",",",8,wsj_0096.dp
fined,VBN,8,wsj_0096.dp
$,$,12,wsj_0096.dp
"10,000",CD,10,wsj_0096.dp
;,:,8,wsj_0096.dp
David,NNP,16,wsj_0096.dp
Scott,NNP,16,wsj_0096.dp
Rankin,NNP,22,wsj_0096.dp
",",",",22,wsj_0096.dp
Lake,NNP,20,wsj_0096.dp
St.,NNP,20,wsj_0096.dp
Louis,NNP,22,wsj_0096.dp
",",",",22,wsj_0096.dp
Mo.,NNP,8,wsj_0096.dp
",",",",22,wsj_0096.dp
$,$,25,wsj_0096.dp
"15,000",CD,22,wsj_0096.dp
;,:,8,wsj_0096.dp
Leigh,NNP,29,wsj_0096.dp
A.,NNP,29,wsj_0096.dp
Sanderoff,NNP,33,wsj_0096.dp
",",",",33,wsj_0096.dp
Gaithersburg,NNP,33,wsj_0096.dp
",",",",33,wsj_0096.dp
Md.,NNP,8,wsj_0096.dp
",",",",33,wsj_0096.dp
fined,VBN,33,wsj_0096.dp
$,$,37,wsj_0096.dp
"45,000",CD,35,wsj_0096.dp
",",",",35,wsj_0096.dp
ordered,VBN,35,wsj_0096.dp
to,TO,41,wsj_0096.dp
disgorge,VB,39,wsj_0096.dp
$,$,43,wsj_0096.dp
"12,252",CD,41,wsj_0096.dp
;,:,8,wsj_0096.dp
Sandra,NNP,47,wsj_0096.dp
Ann,NNP,47,wsj_0096.dp
Smith,NNP,51,wsj_0096.dp
",",",",51,wsj_0096.dp
Ridgefield,NNP,51,wsj_0096.dp
",",",",51,wsj_0096.dp
N.J.,NNP,8,wsj_0096.dp
",",",",51,wsj_0096.dp
$,$,54,wsj_0096.dp
"15,000",CD,51,wsj_0096.dp
;,:,8,wsj_0096.dp
James,NNP,58,wsj_0096.dp
G.,NNP,58,wsj_0096.dp
Spence,NNP,62,wsj_0096.dp
",",",",62,wsj_0096.dp
Aloha,NNP,62,wsj_0096.dp
",",",",62,wsj_0096.dp
Ore.,NNP,8,wsj_0096.dp
",",",",62,wsj_0096.dp
$,$,65,wsj_0096.dp
"5,000",CD,68,wsj_0096.dp
and,CC,68,wsj_0096.dp
six-month,JJ,68,wsj_0096.dp
suspension,NN,62,wsj_0096.dp
;,:,8,wsj_0096.dp
Mona,NNP,71,wsj_0096.dp
Sun,NNP,76,wsj_0096.dp
",",",",76,wsj_0096.dp
Jamaica,NNP,74,wsj_0096.dp
Estates,NNP,76,wsj_0096.dp
",",",",76,wsj_0096.dp
N.Y.,NNP,8,wsj_0096.dp
",",",",76,wsj_0096.dp
$,$,79,wsj_0096.dp
"60,000",CD,76,wsj_0096.dp
;,:,8,wsj_0096.dp
William,NNP,82,wsj_0096.dp
Swearingen,NNP,84,wsj_0096.dp
",",",",84,wsj_0096.dp
Minneapolis,NNP,8,wsj_0096.dp
",",",",84,wsj_0096.dp
$,$,87,wsj_0096.dp
"15,000",CD,90,wsj_0096.dp
and,CC,90,wsj_0096.dp
six-month,JJ,90,wsj_0096.dp
suspension,NN,84,wsj_0096.dp
;,:,8,wsj_0096.dp
John,NNP,94,wsj_0096.dp
Bew,NNP,94,wsj_0096.dp
Wong,NNP,97,wsj_0096.dp
",",",",97,wsj_0096.dp
San,NNP,97,wsj_0096.dp
Francisco,NNP,8,wsj_0096.dp
",",",",97,wsj_0096.dp
$,$,100,wsj_0096.dp
"25,000",CD,97,wsj_0096.dp
;,:,8,wsj_0096.dp
Rabia,NNP,104,wsj_0096.dp
M.,NNP,104,wsj_0096.dp
Zayed,NNP,107,wsj_0096.dp
",",",",107,wsj_0096.dp
San,NNP,107,wsj_0096.dp
Francisco,NNP,8,wsj_0096.dp
",",",",107,wsj_0096.dp
$,$,110,wsj_0096.dp
"50,000",CD,107,wsj_0096.dp
.,.,8,wsj_0096.dp
The,DT,2,wsj_0096.dp
following,VBG,3,wsj_0096.dp
were,VBD,0,wsj_0096.dp
neither,DT,5,wsj_0096.dp
barred,VBN,3,wsj_0096.dp
nor,CC,5,wsj_0096.dp
suspended,VBN,5,wsj_0096.dp
:,:,3,wsj_0096.dp
Stephanie,NNP,11,wsj_0096.dp
Veselich,NNP,11,wsj_0096.dp
Enright,NNP,16,wsj_0096.dp
",",",",16,wsj_0096.dp
Rolling,NNP,14,wsj_0096.dp
Hills,NNP,16,wsj_0096.dp
",",",",16,wsj_0096.dp
Calif.,NNP,3,wsj_0096.dp
",",",",16,wsj_0096.dp
fined,VBN,16,wsj_0096.dp
$,$,20,wsj_0096.dp
"2,500",CD,18,wsj_0096.dp
and,CC,18,wsj_0096.dp
ordered,VBN,18,wsj_0096.dp
to,TO,24,wsj_0096.dp
disgorge,VB,22,wsj_0096.dp
$,$,26,wsj_0096.dp
"11,762",CD,24,wsj_0096.dp
;,:,16,wsj_0096.dp
Stuart,NNP,30,wsj_0096.dp
Lane,NNP,30,wsj_0096.dp
Russel,NNP,34,wsj_0096.dp
",",",",34,wsj_0096.dp
Glendale,NNP,34,wsj_0096.dp
",",",",34,wsj_0096.dp
Calif.,NNP,16,wsj_0096.dp
",",",",34,wsj_0096.dp
fined,VBN,34,wsj_0096.dp
$,$,38,wsj_0096.dp
"2,500",CD,36,wsj_0096.dp
and,CC,36,wsj_0096.dp
ordered,VBN,36,wsj_0096.dp
to,TO,42,wsj_0096.dp
disgorge,VB,40,wsj_0096.dp
$,$,44,wsj_0096.dp
"14,821",CD,42,wsj_0096.dp
;,:,16,wsj_0096.dp
Devon,NNP,48,wsj_0096.dp
Nilson,NNP,48,wsj_0096.dp
Dahl,NNP,53,wsj_0096.dp
",",",",53,wsj_0096.dp
Fountain,NNP,51,wsj_0096.dp
Valley,NNP,53,wsj_0096.dp
",",",",53,wsj_0096.dp
Calif.,NNP,16,wsj_0096.dp
",",",",53,wsj_0096.dp
fined,VBN,53,wsj_0096.dp
$,$,57,wsj_0096.dp
"82,389",CD,55,wsj_0096.dp
.,.,3,wsj_0096.dp
Mr.,NNP,2,wsj_0096.dp
Dahl,NNP,6,wsj_0096.dp
",",",",6,wsj_0096.dp
a,DT,6,wsj_0096.dp
registered,VBN,6,wsj_0096.dp
representative,NN,12,wsj_0096.dp
in,IN,6,wsj_0096.dp
the,DT,10,wsj_0096.dp
insurance,NN,10,wsj_0096.dp
business,NN,7,wsj_0096.dp
",",",",6,wsj_0096.dp
said,VBD,0,wsj_0096.dp
he,PRP,15,wsj_0096.dp
``,``,15,wsj_0096.dp
screwed,VBD,12,wsj_0096.dp
up,RP,15,wsj_0096.dp
'','',15,wsj_0096.dp
because,IN,15,wsj_0096.dp
he,PRP,20,wsj_0096.dp
did,VBD,18,wsj_0096.dp
n't,RB,20,wsj_0096.dp
realize,VB,20,wsj_0096.dp
he,PRP,24,wsj_0096.dp
was,VBD,22,wsj_0096.dp
breaking,VBG,24,wsj_0096.dp
securities,NNS,27,wsj_0096.dp
laws,NNS,25,wsj_0096.dp
.,.,12,wsj_0096.dp
``,``,22,wsj_0096.dp
Insurance,NN,3,wsj_0096.dp
agents,NNS,4,wsj_0096.dp
have,VBP,22,wsj_0096.dp
been,VBN,4,wsj_0096.dp
forced,VBN,5,wsj_0096.dp
by,IN,6,wsj_0096.dp
their,PRP$,9,wsj_0096.dp
companies,NNS,7,wsj_0096.dp
into,IN,6,wsj_0096.dp
